Country Name,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),Adjusted savings: natural resources depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),CO2 emissions (metric tons per capita),Control of Corruption: Estimate,Government Effectiveness: Estimate,Regulatory Quality: Estimate,Renewable energy consumption (% of total final energy consumption),Rule of Law: Estimate,ESG_Proxy,E_Score,S_Score,G_Score,ESG_Final
East Asia & Pacific (IDA & IBRD),,0.9867594334773868,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5823220812713757,0.9867594334773868,0.9867594334773868,0.487251889800151,0.8259996053984029
Morocco,,1.0,,,,0.32980578107965586,0.4933897536295453,0.49460299985085215,,0.49879720309123476,0.5633191475302576,1.0,1.0,0.45873791489010046,0.8258020307213523
Viet Nam,,0.9978858350951374,,,,0.3575428175747559,0.5283454949029345,0.42678509936735964,,0.5088554810806823,0.5638829456041738,0.9978858350951374,0.9978858350951374,0.46003728729852367,0.8247864671861213
Kiribati,,0.9566596194503172,,,,0.5479798486876722,0.48033199413130334,0.44888244569640645,,0.6699946403535767,0.6207697096638551,0.9566596194503172,0.9566596194503172,0.5458147748677534,0.8244346962869799
Latin America & Caribbean,,0.9833257978312855,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5816353541421555,0.9833257978312855,0.9833257978312855,0.487251889800151,0.8236710395017782
East Asia & Pacific,,0.9831341234368118,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5815970192632608,0.9831341234368118,0.9831341234368118,0.487251889800151,0.8235410529498463
Latin America & Caribbean (IDA & IBRD),,0.9829307518021491,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5815563449363282,0.9829307518021491,0.9829307518021491,0.487251889800151,0.8234031337581713
Latin America & Caribbean (excluding high income),,0.9816992002363889,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5813100346231762,0.9816992002363889,0.9816992002363889,0.487251889800151,0.8225679406067896
East Asia & Pacific (excluding high income),,0.9813703837285297,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5812442713216044,0.9813703837285297,0.9813703837285297,0.487251889800151,0.8223449492980532
Sri Lanka,,1.0,,,,0.3648691298194211,0.44681343378608146,0.4001277630038169,,0.5076099976218338,0.5438840648462306,1.0,1.0,0.4331423185728,0.8175644300772127
Maldives,,1.0,,,,0.3618853509307152,0.47357248065892665,0.36513728543303137,,0.5104994793107354,0.5422189192666818,1.0,1.0,0.4309493567646827,0.8168586546235299
Colombia,,0.9862579281183932,,,,0.3820786206994181,0.48478701723404277,0.5297989565928249,,0.41964836280901185,0.5605141770907383,0.9862579281183932,0.9862579281183932,0.4586634317409187,0.816458689635088
Mongolia,,1.0,,,,0.33987207603001013,0.3996143217738116,0.47089085012951204,,0.48516377543660594,0.5391082046739879,1.0,1.0,0.4268526108816121,0.8155401717053395
Trinidad and Tobago,,0.9862579281183932,,,,0.367130826508632,0.49172612709865876,0.48043299871739276,,0.46144907649860545,0.5573993913883364,0.9862579281183932,0.9862579281183932,0.45456132429173884,0.8151384811684912
Tunisia,,1.0,,,,0.3745518276024607,0.43642969843081436,0.37640621698361754,,0.4960508228778774,0.536687713178954,1.0,1.0,0.42366487434333294,0.814514241297798
Philippines,,0.9788583509513742,,,,0.32950860883282784,0.5342922908544749,0.5432647177429897,,0.4292500214725314,0.5630347979708396,0.9788583509513742,0.9788583509513742,0.46393205416964334,0.8131362032244759
Turkiye,,1.0,,,,0.3375974382342321,0.4477535776308965,0.4593942713788979,,0.4067985613019155,0.5303087697091884,1.0,1.0,0.4152639395679338,0.811810512700921
Argentina,,1.0,,,,0.3701832405825648,0.4198535335538248,0.40550089709342285,,0.43100175497113724,0.5253078852401899,1.0,1.0,0.40867787959695456,0.8096908773079134
"Middle East, North Africa, Afghanistan & Pakistan",,0.9621843207561036,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5774070587271192,0.9621843207561036,0.9621843207561036,0.487251889800151,0.8093336643124692
Brazil,,0.9978858350951374,,,,0.33733186779930724,0.38341998197192345,0.4451303501043494,,0.45541488167487315,0.5238365833291181,0.9978858350951374,0.9978858350951374,0.4072970680036955,0.8078127323666868
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",,0.9586197541952792,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5766941454149543,0.9586197541952792,0.9586197541952792,0.487251889800151,0.8069163058664126
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",,0.9583244681153182,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5766350881989621,0.9583244681153182,0.9583244681153182,0.487251889800151,0.806716053665418
"Egypt, Arab Rep.",,1.0,,,,0.28114934637742106,0.4495606740548285,0.36653945888185907,,0.48523610884135737,0.5164971176310933,1.0,1.0,0.39707428342839646,0.8059564149383908
Belize,,0.9957716701902748,,,,0.4011961909886234,0.4201130534801974,0.41656658547773495,,0.37721313618559515,0.5221721272644851,0.9957716701902748,0.9957716701902748,0.40566187644087626,0.805852718631503
El Salvador,,0.982029598308668,,,,0.32406056070282957,0.5119790832918595,0.4426964024194883,,0.44092487403946645,0.5403381037524624,0.982029598308668,0.982029598308668,0.43320569060868436,0.8053979574770415
Early-demographic dividend,,0.9545923689680995,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5758886683695184,0.9545923689680995,0.9545923689680995,0.487251889800151,0.8041850807571822
Azerbaijan,,1.0,,,,0.17813016907024354,0.4940943041663356,0.485103038597691,,0.3937302406004588,0.5102115504869458,1.0,1.0,0.3887963233156201,0.8032922640933848
Guyana,,0.9883720930232558,,,,0.3649225127412643,0.437727355802204,0.3883541830767311,,0.44741544037429765,0.5253583170035506,0.9883720930232558,0.9883720930232558,0.4118070390990597,0.8028123349806507
Bosnia and Herzegovina,,1.0,,,,0.31940184463506927,0.29278153780427496,0.47818459659284734,,0.4451214666347679,0.5070978891333919,1.0,1.0,0.38469569661029385,0.8019725321844102
Middle income,,0.9488201740306164,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5747342293820217,0.9488201740306164,0.9488201740306164,0.487251889800151,0.8002705896272471
Panama,,0.9682875264270614,,,,0.3086935212938888,0.45597486826791134,0.5335793283634117,,0.4465185147130127,0.5426107518130572,0.9682875264270614,0.9682875264270614,0.4398183245402544,0.7982067756641522
Ukraine,,1.0,,,,0.2953347194239174,0.42420136482897075,0.4515310562007405,,0.31674353656849785,0.4975621354044253,1.0,1.0,0.3721373089257167,0.7979307829242102
Suriname,,0.9957716701902748,,,,0.3601805813120389,0.2929051902086285,0.35320606477912797,,0.5144104332239662,0.5032947879428072,0.9957716701902748,0.9957716701902748,0.38080081643522595,0.7978515186837559
Small states,,0.9450313006343996,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5739764547027784,0.9450313006343996,0.9450313006343996,0.487251889800151,0.7977011145033863
Paraguay,,0.9978858350951374,,,,0.20982848720096572,0.4016530018164086,0.4914652787444029,,0.39000008186803603,0.49816653694499013,0.9978858350951374,0.9978858350951374,0.3734901552482114,0.7969324292536579
Other small states,,0.9419035524849598,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5733509050728903,0.9419035524849598,0.9419035524849598,0.487251889800151,0.7955799903001571
Mexico,,0.9968287526427062,,,,0.21837600922114692,0.458420166096859,0.4716462135324574,,0.3363469090409328,0.49632361010682047,0.9968287526427062,0.9968287526427062,0.3713414903350889,0.7955240355729258
Timor-Leste,,1.0,,,,0.4010603402308136,0.31987483558990526,0.40435238086629255,,0.3297358226883259,0.4910046758750674,1.0,1.0,0.36350127224353573,0.7951513899202712
Cuba,,1.0,,,,0.4405515431038572,0.39875495873471506,0.18849481429675974,,0.4209007369463916,0.48974041061634466,1.0,1.0,0.3618362614109937,0.794615528433138
